50 71 0
50 71 2
50 75 2
50 75 0

54 71 0
54 71 2
54 75 2
54 75 0

54 71 0
54 71 0
54 75 0
54 75 0

50 71 0
50 71 0
50 75 0
50 75 0

50 71 2
50 71 2
50 75 2
50 75 2

